image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00311.jpg,0.990538,0.001,0.00331164,0.00126093,0.00217863,0.00126147,0.00105257,0.001
img_00320.jpg,0.972694,0.0103676,0.00261917,0.00426006,0.00223404,0.001,0.00661329,0.001
img_00331.jpg,0.623122,0.0156009,0.0874441,0.0242927,0.0187836,0.0604157,0.0503613,0.11998
img_00358.jpg,0.441892,0.0299302,0.0114893,0.0175848,0.00456556,0.171037,0.142608,0.180894
img_00374.jpg,0.747885,0.0940224,0.0263551,0.062086,0.00872085,0.0283621,0.02088,0.0116889
img_00375.jpg,0.622354,0.0693248,0.0435803,0.0102751,0.0178794,0.190859,0.030028,0.0157003
img_00376.jpg,0.520724,0.0253182,0.0162405,0.0194737,0.0095716,0.0982115,0.201375,0.109085
img_00380.jpg,0.0458543,0.01897,0.00569382,0.00331179,0.00280714,0.906777,0.00549952,0.0110867
img_00383.jpg,0.978223,0.001,0.0056126,0.00492233,0.00639433,0.00163316,0.00217385,0.001
img_00398.jpg,0.362402,0.00382,0.0138921,0.0153276,0.348428,0.00433248,0.247512,0.00428614
img_00407.jpg,0.836523,0.0084489,0.00829846,0.024164,0.00677822,0.104597,0.010366,0.001
img_00417.jpg,0.118803,0.0158921,0.0309137,0.00914411,0.00460795,0.0136354,0.0285253,0.778478
img_00432.jpg,0.211231,0.0366097,0.268741,0.0699634,0.26428,0.0820847,0.0505741,0.0165159
img_00442.jpg,0.0098385,0.0191545,0.170695,0.00794032,0.217864,0.246975,0.0702514,0.257282
img_00446.jpg,0.950133,0.00165979,0.00346752,0.00860374,0.00681595,0.0243644,0.00433197,0.001
img_00469.jpg,0.961563,0.0043619,0.00183345,0.00649394,0.00101463,0.0184843,0.00488655,0.00136181
img_00473.jpg,0.991621,0.00109779,0.00241083,0.001,0.001,0.001,0.001,0.0045828
img_00483.jpg,0.290145,0.0344146,0.0484191,0.0152517,0.113304,0.0102559,0.196372,0.291838
img_00484.jpg,0.554502,0.0882877,0.102003,0.0668009,0.0575577,0.080838,0.0227326,0.0272787
img_00486.jpg,0.656734,0.0430777,0.0753951,0.0156397,0.0559713,0.0554362,0.0231969,0.0745496
img_00487.jpg,0.001,0.001,0.001,0.001,0.997491,0.001,0.001,0.00104541
img_00493.jpg,0.546337,0.0484297,0.0260617,0.0133882,0.31618,0.00226296,0.0314402,0.0159007
img_00518.jpg,0.99421,0.001,0.001,0.001,0.00366936,0.001,0.00113874,0.001
img_00533.jpg,0.428206,0.0673503,0.00964442,0.0127907,0.00206484,0.0565062,0.246845,0.176592
img_00538.jpg,0.704509,0.0244058,0.0369759,0.0827096,0.025592,0.0177482,0.0254074,0.0826525
img_00543.jpg,0.989708,0.001,0.00338225,0.00140575,0.00249134,0.00139518,0.00114992,0.001
img_00550.jpg,0.383904,0.0263006,0.301355,0.0469724,0.108454,0.0882758,0.0359441,0.0087944
img_00551.jpg,0.757116,0.00584275,0.0034843,0.0232178,0.00291244,0.197254,0.00878722,0.00138561
img_00564.jpg,0.001,0.001,0.0190559,0.0251478,0.953434,0.001,0.00101608,0.001
img_00575.jpg,0.383797,0.0384935,0.0204194,0.0258555,0.0194246,0.191298,0.101269,0.219442
img_00582.jpg,0.914085,0.012536,0.00519593,0.0153741,0.0161462,0.0255028,0.00988839,0.00127148
img_00584.jpg,0.805747,0.00542161,0.0119277,0.0120025,0.125381,0.0215338,0.00771633,0.0102698
img_00587.jpg,0.365797,0.0188458,0.00932357,0.0122209,0.00332365,0.0819998,0.246076,0.262413
img_00590.jpg,0.275802,0.0457745,0.0100535,0.0135038,0.00318094,0.0480538,0.279334,0.324297
img_00591.jpg,0.448924,0.0241958,0.00927103,0.00766138,0.00189525,0.0282879,0.202869,0.276896
img_00598.jpg,0.831873,0.0321857,0.0121871,0.023976,0.0101531,0.0452232,0.0146699,0.0297317
img_00599.jpg,0.205563,0.0417229,0.00956387,0.015012,0.0033291,0.0572629,0.292814,0.374732
img_00612.jpg,0.240598,0.0241265,0.0258435,0.0499927,0.0230877,0.507616,0.103125,0.0256102
img_00618.jpg,0.909154,0.00146637,0.00491969,0.00366905,0.0267736,0.0115292,0.00282397,0.0396644
img_00620.jpg,0.758096,0.0268406,0.0293536,0.0159693,0.0394605,0.0952207,0.0144972,0.0205625
img_00642.jpg,0.251002,0.0830133,0.134228,0.0254104,0.0178326,0.338357,0.0246264,0.125531
img_00646.jpg,0.001,0.00526135,0.116436,0.012496,0.0511949,0.246859,0.00801659,0.558931
img_00648.jpg,0.990487,0.001,0.00338681,0.00126066,0.00203239,0.0013696,0.00105393,0.001
img_00650.jpg,0.249498,0.0482372,0.0187711,0.0472247,0.0157558,0.222599,0.323237,0.0746773
img_00654.jpg,0.170086,0.0431176,0.0145418,0.00447291,0.049906,0.0199103,0.010544,0.687421
img_00664.jpg,0.971611,0.0072384,0.00314929,0.00517697,0.00476961,0.00332359,0.00436449,0.001
img_00667.jpg,0.001,0.001,0.001,0.001,0.99119,0.00295178,0.001,0.00318383
img_00676.jpg,0.001,0.001,0.001,0.001,0.997687,0.001,0.001,0.00149914
img_00697.jpg,0.001,0.0204091,0.0789534,0.00363075,0.00113312,0.00420953,0.00354042,0.888124
img_00708.jpg,0.168151,0.0353822,0.0165674,0.0249989,0.00418637,0.223429,0.285574,0.241712
img_00716.jpg,0.200277,0.0515771,0.0102509,0.0208228,0.00354046,0.101635,0.351576,0.26032
img_00717.jpg,0.333257,0.279484,0.0630269,0.0377322,0.0266794,0.198021,0.0397804,0.0220186
img_00718.jpg,0.822318,0.00750868,0.00500097,0.0277417,0.00354164,0.11807,0.0130402,0.00277845
img_00723.jpg,0.919348,0.00126602,0.0134739,0.0124002,0.0436016,0.00457108,0.00528793,0.001
img_00724.jpg,0.694994,0.00506508,0.0250803,0.00903481,0.133538,0.00384362,0.125181,0.00326261
img_00726.jpg,0.982003,0.001,0.0014558,0.00260807,0.00487559,0.001,0.0082796,0.001
img_00729.jpg,0.981204,0.001,0.001,0.001,0.0142986,0.001,0.00246799,0.001
img_00730.jpg,0.546436,0.0344376,0.00788408,0.00828703,0.00237085,0.0279846,0.169106,0.203494
img_00757.jpg,0.72133,0.0174457,0.0185902,0.0123306,0.030542,0.0503395,0.0180185,0.131403
img_00760.jpg,0.247646,0.27222,0.184726,0.0491209,0.129265,0.0772844,0.0227091,0.0170282
img_00763.jpg,0.001,0.00558518,0.00642867,0.00393576,0.953207,0.0100176,0.00681621,0.0140086
img_00764.jpg,0.001,0.001,0.0265342,0.001,0.001,0.001,0.001,0.97279
img_00765.jpg,0.134271,0.0267766,0.0187471,0.0249238,0.00572371,0.640117,0.0693836,0.0800574
img_00772.jpg,0.001,0.0130268,0.122507,0.0013256,0.001,0.001,0.001,0.861621
img_00773.jpg,0.790519,0.0176358,0.0428833,0.0163933,0.0165595,0.0938104,0.0200376,0.0021613
img_00777.jpg,0.851898,0.0271939,0.00525635,0.0113752,0.00594411,0.0920856,0.00550108,0.001
img_00780.jpg,0.00123908,0.00848433,0.326891,0.0343412,0.133949,0.112143,0.00799111,0.37496
img_00798.jpg,0.902226,0.0114943,0.0124465,0.0345387,0.00261016,0.0201831,0.0129522,0.00354925
img_00808.jpg,0.877285,0.0251557,0.00773369,0.0178325,0.00522329,0.0338878,0.0120818,0.0208003
img_00816.jpg,0.960574,0.0058893,0.00600826,0.0097592,0.00626043,0.00366204,0.00499445,0.00285222
img_00828.jpg,0.001,0.00114727,0.00275123,0.00371778,0.970883,0.00785255,0.0051348,0.00849542
img_00833.jpg,0.202323,0.0341708,0.0193471,0.0266341,0.00416621,0.228354,0.247644,0.237362
img_00837.jpg,0.924578,0.0363532,0.0022167,0.0216744,0.001,0.00835019,0.00549354,0.00105041
img_00855.jpg,0.908562,0.00823758,0.0183417,0.0151286,0.0200239,0.00507337,0.0090667,0.0155663
img_00857.jpg,0.973011,0.0112004,0.00240685,0.00431754,0.00217178,0.001,0.0055727,0.001
img_00858.jpg,0.904109,0.00527851,0.00155589,0.00379871,0.00103912,0.00284263,0.0108088,0.0705676
img_00865.jpg,0.79785,0.0811415,0.0088451,0.0147055,0.00143533,0.0519259,0.0323718,0.0117253
img_00876.jpg,0.001,0.001,0.001,0.001,0.997864,0.001,0.001,0.00154881
img_00889.jpg,0.001,0.00335707,0.472017,0.00169092,0.00640859,0.0112935,0.00294747,0.502251
img_00894.jpg,0.759025,0.0139238,0.00360752,0.00862763,0.190308,0.00520802,0.016142,0.00315779
img_00902.jpg,0.001,0.0152053,0.001,0.001,0.001,0.001,0.984163,0.001
img_00914.jpg,0.001,0.001,0.00626525,0.001,0.00239883,0.00114516,0.001,0.988234
img_00921.jpg,0.619925,0.0233913,0.0144275,0.0173023,0.00863723,0.0537149,0.156898,0.105704
img_00927.jpg,0.273192,0.0403258,0.0110556,0.0133665,0.0034154,0.0544502,0.273381,0.330813
img_00943.jpg,0.146115,0.0339442,0.0808649,0.0131047,0.0742507,0.0103565,0.175298,0.466066
img_00948.jpg,0.0766149,0.017993,0.0110096,0.0108903,0.817367,0.0117534,0.0212952,0.0330764
img_00950.jpg,0.00367588,0.0177879,0.131929,0.045601,0.323126,0.0735031,0.0676827,0.336694
img_00959.jpg,0.988406,0.00212386,0.00123765,0.00119182,0.00347718,0.001,0.00346322,0.001
img_00962.jpg,0.001,0.00812688,0.0294863,0.001,0.001,0.001,0.001,0.960656
img_00964.jpg,0.001,0.0235653,0.0476041,0.00129516,0.001,0.001,0.00139839,0.924944
img_00966.jpg,0.0898526,0.387167,0.0146513,0.0211803,0.233784,0.0241117,0.0760343,0.15322
img_00974.jpg,0.581197,0.121554,0.0632861,0.0703999,0.0144656,0.10325,0.0321883,0.0136599
img_00979.jpg,0.00145708,0.0663875,0.312518,0.0075352,0.00664772,0.0191314,0.0122215,0.574102
img_00982.jpg,0.001,0.247634,0.113857,0.0407064,0.326215,0.0522052,0.0601168,0.158417
img_00985.jpg,0.118761,0.0656044,0.010983,0.0237078,0.00370694,0.0833702,0.437398,0.25647
img_00999.jpg,0.520104,0.0422092,0.00801827,0.0115433,0.0037204,0.0658756,0.206291,0.142238
img_01022.jpg,0.696891,0.0208209,0.0265584,0.104316,0.0155122,0.103291,0.0256682,0.00694324
img_01031.jpg,0.167655,0.0811886,0.0184662,0.0160432,0.0104952,0.681008,0.0090765,0.0160676
img_01035.jpg,0.855487,0.0182604,0.0045146,0.010052,0.00513834,0.100663,0.00516087,0.001
img_01043.jpg,0.0458524,0.00888411,0.0131004,0.0318269,0.815899,0.0479155,0.0209295,0.0155923
img_01058.jpg,0.723303,0.0105583,0.0233269,0.0220263,0.0106347,0.0155227,0.0368628,0.157765
img_01059.jpg,0.153114,0.0628753,0.0114107,0.0409054,0.0169082,0.187182,0.415961,0.111643
img_01090.jpg,0.128959,0.103378,0.0832987,0.00783607,0.583384,0.0134625,0.0162707,0.0634107
img_01102.jpg,0.00114109,0.00414865,0.00107626,0.00718061,0.977647,0.00148145,0.00344563,0.00387979
img_01103.jpg,0.310803,0.271563,0.0435254,0.0319173,0.0396218,0.00895542,0.0238009,0.269813
img_01116.jpg,0.922192,0.00619874,0.0158741,0.00708437,0.00384381,0.0359044,0.00702875,0.00187383
img_01134.jpg,0.769924,0.0057189,0.00351405,0.024308,0.00280369,0.182893,0.00936596,0.00147175
img_01142.jpg,0.767373,0.0167317,0.0361225,0.0051453,0.0294172,0.0476382,0.0107725,0.0868001
img_01168.jpg,0.106374,0.0242071,0.0263069,0.064548,0.0173451,0.624049,0.0904484,0.0467208
img_01171.jpg,0.001,0.00454182,0.00656501,0.00394961,0.949248,0.012861,0.0066034,0.0162279
img_01177.jpg,0.824491,0.0135391,0.0292315,0.00515506,0.0208755,0.0381176,0.00896784,0.0596228
img_01179.jpg,0.51115,0.0124304,0.0193664,0.187868,0.0247656,0.211383,0.0227765,0.0102589
img_01188.jpg,0.218452,0.0327566,0.0200881,0.0287732,0.00852078,0.514123,0.0932114,0.0840745
img_01198.jpg,0.159926,0.02854,0.0151576,0.0132609,0.733424,0.0154763,0.0332959,0.001
img_01204.jpg,0.001,0.001,0.001,0.001,0.993101,0.00206894,0.001,0.00259793
img_01208.jpg,0.001,0.0169234,0.416287,0.0388204,0.362578,0.0802967,0.0185386,0.0661378
img_01211.jpg,0.984087,0.00120741,0.00739878,0.00169827,0.00200466,0.00231397,0.00127177,0.001
img_01213.jpg,0.410436,0.107962,0.0189963,0.0352274,0.0290936,0.329981,0.0517255,0.0165781
img_01222.jpg,0.272834,0.0250552,0.00625631,0.0245981,0.00827599,0.642303,0.0147599,0.00591734
img_01224.jpg,0.001,0.0308402,0.236612,0.00424699,0.00340363,0.0268803,0.00609665,0.691492
img_01237.jpg,0.268347,0.00406964,0.00914916,0.0217005,0.456676,0.00838139,0.228895,0.00278157
img_01249.jpg,0.597765,0.0563403,0.0293713,0.0186886,0.0583209,0.0634424,0.0281357,0.147936
img_01253.jpg,0.001,0.001,0.00643238,0.00195855,0.00109241,0.0182263,0.001554,0.969914
img_01286.jpg,0.801519,0.0170296,0.00603101,0.0302268,0.00615065,0.0918523,0.023839,0.0233517
img_01289.jpg,0.128232,0.0502954,0.0103091,0.0421852,0.0108489,0.177732,0.448702,0.131696
img_01325.jpg,0.128912,0.0705433,0.0164002,0.00880183,0.749986,0.00583626,0.0179153,0.00160536
img_01328.jpg,0.523582,0.0475629,0.0412563,0.0548832,0.047308,0.22648,0.0423537,0.0165739
img_01366.jpg,0.150991,0.0150819,0.00510871,0.0434738,0.00632898,0.767677,0.0101052,0.00123322
img_01371.jpg,0.856721,0.00899583,0.0095212,0.00942857,0.0378368,0.00433609,0.0155797,0.0575809
img_01373.jpg,0.58663,0.0396881,0.0308234,0.0106514,0.258589,0.0163849,0.00749782,0.0497352
img_01377.jpg,0.444458,0.0956923,0.064587,0.0356852,0.186898,0.0297629,0.0450167,0.097901
img_01379.jpg,0.588248,0.0191496,0.0187013,0.0214294,0.0142244,0.270495,0.0306405,0.0371118
img_01384.jpg,0.363691,0.0274335,0.329348,0.0483299,0.114144,0.0755747,0.0331377,0.00834058
img_01388.jpg,0.483447,0.0148265,0.0050654,0.0178356,0.00633414,0.456266,0.0153992,0.001
img_01392.jpg,0.001,0.0419696,0.0507032,0.00173746,0.001,0.00135752,0.001876,0.901802
img_01399.jpg,0.001,0.079086,0.128993,0.00196113,0.001,0.00182857,0.00139838,0.786466
img_01404.jpg,0.538958,0.0746156,0.0405832,0.0990505,0.016103,0.0754178,0.0647928,0.0904785
img_01405.jpg,0.841358,0.023533,0.0194303,0.019138,0.0206337,0.0587202,0.0157429,0.00144401
img_01413.jpg,0.663654,0.0118902,0.0549436,0.111213,0.0209786,0.0437271,0.0561947,0.0373993
img_01426.jpg,0.00575106,0.81984,0.0103761,0.0109542,0.00253351,0.00267827,0.00614221,0.141724
img_01431.jpg,0.320154,0.208163,0.13698,0.0797966,0.168109,0.0501749,0.0227995,0.0138231
img_01441.jpg,0.001,0.00159727,0.0248271,0.00923267,0.00349625,0.0710937,0.00489483,0.884822
img_01444.jpg,0.663534,0.0236209,0.0075253,0.00987221,0.00285692,0.0673841,0.113898,0.111308
img_01490.jpg,0.001,0.0111462,0.10502,0.0011955,0.001,0.001,0.001,0.88067
img_01495.jpg,0.902151,0.0189993,0.00901589,0.0272003,0.00157928,0.0297752,0.00784077,0.00343818
img_01505.jpg,0.001,0.001,0.001,0.001,0.993132,0.00213513,0.001,0.00261586
img_01511.jpg,0.69709,0.0146719,0.0177241,0.00645798,0.0324537,0.208043,0.0082174,0.0153422
img_01519.jpg,0.48481,0.0267859,0.0160551,0.0343609,0.00680669,0.143535,0.227939,0.0597071
img_01530.jpg,0.750336,0.00786951,0.00556297,0.015597,0.198117,0.00368928,0.0156782,0.00314993
img_01537.jpg,0.618208,0.0171578,0.0167255,0.0108049,0.0302632,0.0730326,0.0150179,0.21879
img_01538.jpg,0.757706,0.0283518,0.0133248,0.0193699,0.0283048,0.125159,0.0260897,0.00169451
img_01541.jpg,0.001,0.00149629,0.00436427,0.00531666,0.967722,0.00636975,0.00278177,0.0119374
img_01543.jpg,0.941873,0.00117235,0.00354162,0.00862879,0.0249145,0.0106831,0.00369298,0.0054941
img_01548.jpg,0.959375,0.00465683,0.00494845,0.00995792,0.00889494,0.00320029,0.00593569,0.00303048
img_01552.jpg,0.973065,0.00699434,0.0023942,0.00424351,0.0040744,0.00115022,0.00790482,0.001
img_01561.jpg,0.001,0.001,0.00157768,0.00134438,0.994789,0.001,0.001,0.001
img_01562.jpg,0.181142,0.0527422,0.0141206,0.0150567,0.00497824,0.0424288,0.343121,0.34641
img_01571.jpg,0.854876,0.0222533,0.00549685,0.0164583,0.0218932,0.0194328,0.042613,0.0169765
img_01593.jpg,0.508767,0.0482758,0.00950136,0.0122902,0.00234846,0.0765378,0.208852,0.133427
img_01595.jpg,0.001,0.00385949,0.00844308,0.00765057,0.966578,0.00212846,0.00572746,0.00515459
img_01616.jpg,0.298043,0.00532318,0.0126749,0.00778805,0.116623,0.00738272,0.550812,0.00135259
img_01618.jpg,0.858114,0.0128626,0.00356083,0.0090735,0.00428243,0.10489,0.00630864,0.001
img_01627.jpg,0.952025,0.00763407,0.00295926,0.00622709,0.00204109,0.0184076,0.01057,0.001
img_01632.jpg,0.951627,0.00740848,0.00798448,0.0103528,0.00790516,0.00403791,0.00698383,0.00370026
img_01633.jpg,0.08782,0.0250895,0.0107783,0.0566289,0.00982577,0.621196,0.157692,0.030969
img_01640.jpg,0.990142,0.001,0.00345087,0.00138765,0.00215283,0.00133764,0.00109172,0.001
img_01646.jpg,0.804664,0.0416018,0.0206248,0.00765543,0.0507701,0.0233022,0.0220625,0.0293189
img_01647.jpg,0.0154618,0.0197665,0.00568404,0.21226,0.66235,0.00252628,0.0352392,0.0467114
img_01649.jpg,0.836333,0.0312901,0.0114986,0.0116792,0.0183577,0.0635255,0.0160603,0.011256
img_01657.jpg,0.001,0.0181733,0.0876303,0.001,0.001,0.001,0.001,0.892241
img_01669.jpg,0.310408,0.213647,0.157906,0.0693801,0.159384,0.0515623,0.023308,0.0144047
img_01673.jpg,0.0448736,0.188318,0.0376385,0.229915,0.230274,0.00585585,0.113812,0.149312
img_01681.jpg,0.0313498,0.00712182,0.0128011,0.00593576,0.00268449,0.0246731,0.0155369,0.899897
img_01684.jpg,0.0593285,0.0238954,0.0478876,0.0184533,0.30927,0.147032,0.345005,0.0491279
img_01685.jpg,0.137293,0.0111391,0.249492,0.0477503,0.486045,0.0266592,0.0282006,0.0134207
img_01687.jpg,0.229317,0.0362054,0.010913,0.00915683,0.00219247,0.0314375,0.257953,0.422825
img_01688.jpg,0.110711,0.0486775,0.00975175,0.0428911,0.0101586,0.185901,0.454158,0.137751
img_01689.jpg,0.001,0.00963162,0.165859,0.0194933,0.124369,0.071782,0.00922185,0.598751
img_01716.jpg,0.001,0.00235354,0.00432152,0.00940042,0.953931,0.0127552,0.00567767,0.0115388
img_01717.jpg,0.90463,0.00132229,0.014943,0.0127096,0.0560029,0.00462721,0.00571498,0.001
img_01724.jpg,0.636119,0.0164465,0.0169521,0.0102495,0.0281799,0.0682575,0.0151352,0.208661
img_01745.jpg,0.486231,0.0698298,0.0594307,0.0201832,0.0462896,0.100956,0.0432841,0.173796
img_01771.jpg,0.811285,0.0473156,0.00481014,0.0235675,0.00426741,0.0914335,0.00997771,0.00734352
img_01773.jpg,0.319423,0.0451577,0.0129273,0.0118743,0.00470695,0.0421084,0.273034,0.290768
img_01781.jpg,0.888431,0.035043,0.0184683,0.0185467,0.0102048,0.0117542,0.0115507,0.00600154
img_01782.jpg,0.001,0.00367534,0.0108531,0.00938904,0.946864,0.00151029,0.00430089,0.0233914
img_01802.jpg,0.433944,0.1256,0.0229645,0.0322824,0.0367207,0.00633899,0.326345,0.0158044
img_01803.jpg,0.001,0.0267219,0.0488641,0.00173192,0.001,0.00144144,0.0021129,0.918626
img_01824.jpg,0.107511,0.022158,0.0123837,0.0578495,0.0125654,0.588672,0.173321,0.0255401
img_01825.jpg,0.0214488,0.877672,0.00549948,0.0016957,0.0739175,0.0117275,0.00663362,0.00140552
img_01831.jpg,0.751435,0.00709167,0.0042345,0.0363573,0.00423966,0.181283,0.0137129,0.00164609
img_01834.jpg,0.001,0.0320659,0.249564,0.00338967,0.00256712,0.0244013,0.00681889,0.680836
img_01847.jpg,0.355506,0.0920767,0.0121524,0.0144578,0.00312592,0.0663283,0.274142,0.18221
img_01853.jpg,0.28413,0.040946,0.0108919,0.0129628,0.00341886,0.0539458,0.267636,0.326069
img_01856.jpg,0.754109,0.0109398,0.0411454,0.001,0.001,0.001,0.001,0.191725
img_01860.jpg,0.683144,0.0168068,0.0162981,0.0173669,0.00782725,0.0708703,0.101378,0.0863087
img_01862.jpg,0.648347,0.0164654,0.0173302,0.0104349,0.0291633,0.0721065,0.0151733,0.190979
img_01874.jpg,0.616985,0.0143921,0.132738,0.021845,0.0305393,0.0540403,0.0356856,0.0937743
img_01888.jpg,0.160084,0.043795,0.0181181,0.0256456,0.00597274,0.520594,0.120655,0.105136
img_01918.jpg,0.816672,0.0641019,0.0123275,0.0145462,0.00331685,0.0292185,0.0291721,0.0306448
img_01930.jpg,0.0398071,0.0195223,0.0051415,0.00335491,0.00278582,0.913529,0.00494282,0.0109166
img_01932.jpg,0.961772,0.00429315,0.00189881,0.00693491,0.00105729,0.0179994,0.00478311,0.00126113
img_01955.jpg,0.00778959,0.0136632,0.034814,0.0116882,0.00679504,0.0380598,0.0250268,0.862163
img_01963.jpg,0.986387,0.001,0.00607843,0.001,0.001,0.001,0.001,0.00632811
img_01966.jpg,0.705003,0.028558,0.0108819,0.0554554,0.0364122,0.133898,0.0235215,0.00626992
img_01976.jpg,0.919719,0.00703949,0.0125356,0.00332537,0.00208575,0.0050306,0.00444531,0.0458184
img_01983.jpg,0.124976,0.0266736,0.0895231,0.0314092,0.415473,0.204454,0.0599988,0.0474919
img_01984.jpg,0.717584,0.0782439,0.0541099,0.0227216,0.00881125,0.0666893,0.0153502,0.0364897
img_01995.jpg,0.186759,0.139964,0.0297525,0.0487102,0.0109671,0.192907,0.170227,0.220714
img_01996.jpg,0.17225,0.0185203,0.0256839,0.0507072,0.00581458,0.605749,0.0919995,0.0292755
img_02001.jpg,0.60066,0.0188468,0.0208002,0.0169398,0.00917041,0.0631716,0.120501,0.14991
img_02006.jpg,0.795174,0.0251147,0.0302125,0.0300532,0.0102763,0.0472823,0.0297608,0.0321263
img_02066.jpg,0.730502,0.0137252,0.0178541,0.00889456,0.0532341,0.0367949,0.0102525,0.128743
img_02074.jpg,0.842823,0.00624499,0.00621819,0.0241324,0.00497818,0.105858,0.00917122,0.001
img_02076.jpg,0.0167402,0.098794,0.0147018,0.0397189,0.790114,0.012145,0.0174397,0.0103464
img_02077.jpg,0.37129,0.0186342,0.00601727,0.0543562,0.00885348,0.525899,0.0129905,0.00195952
img_02078.jpg,0.001,0.001,0.001,0.001,0.97751,0.00159731,0.001,0.0190725
img_02082.jpg,0.0873862,0.00477219,0.0129632,0.0107507,0.37822,0.00798605,0.494613,0.0033077
