image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_02194.jpg,0.884499,0.01,0.01,0.01,0.0989172,0.01,0.01,0.01
img_02209.jpg,0.550445,0.0827104,0.0200604,0.0450781,0.0136409,0.122639,0.143056,0.0223695
img_02216.jpg,0.0812326,0.178792,0.0485763,0.0119138,0.561794,0.0149221,0.0888022,0.0139672
img_02231.jpg,0.307055,0.131073,0.0152144,0.0168772,0.0262464,0.492628,0.0106156,0.01
img_02235.jpg,0.868322,0.0120685,0.01,0.01,0.01,0.0366015,0.0102898,0.0664088
img_02252.jpg,0.924917,0.01,0.01,0.01,0.01,0.01,0.01,0.071538
img_02268.jpg,0.932868,0.0155749,0.0264132,0.01,0.0100769,0.01,0.01,0.01
img_02270.jpg,0.852172,0.0487625,0.0220588,0.01,0.0274868,0.01,0.0156807,0.0202907
img_02281.jpg,0.865975,0.0259051,0.0133296,0.0622899,0.0188019,0.01,0.01,0.01
img_02282.jpg,0.01,0.01,0.0168534,0.01,0.01,0.0499929,0.01,0.918084
img_02285.jpg,0.935504,0.01,0.01,0.01,0.0148465,0.01,0.021472,0.01
img_02291.jpg,0.923556,0.01,0.01,0.01,0.0426815,0.01,0.01,0.01
img_02299.jpg,0.193918,0.065961,0.0326263,0.0402746,0.0150238,0.618614,0.031337,0.01
img_02305.jpg,0.813768,0.0152821,0.01,0.01,0.01,0.0624828,0.0136082,0.0816126
img_02307.jpg,0.136116,0.0567013,0.0123096,0.0102951,0.01,0.116606,0.13005,0.535573
img_02309.jpg,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01
img_02318.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.983322
img_02347.jpg,0.01,0.01,0.01,0.01,0.982453,0.01,0.01,0.01
